IP,target
104.26.0.226,0
104.26.6.70,0
213.186.33.87,0
50.17.35.234,0
151.139.128.10,0
202.114.0.245,0
184.168.131.241,0
192.64.119.35,0
142.44.139.57,0
37.48.65.144,0
69.16.230.42,0
14.139.116.18,0
115.159.231.236,0
103.224.182.250,0
174.129.29.163,0
104.21.82.52,0
185.68.148.12,0
162.159.209.140,0
104.21.81.100,0
31.14.18.239,0
34.196.197.187,0
146.216.3.74,0
52.54.161.204,0
142.250.193.2,0
176.9.36.20,0
123.59.180.147,0
104.21.47.239,0
104.21.235.84,0
104.26.0.184,0
58.215.159.243,0
120.133.130.220,0
88.198.21.111,0
34.95.108.35,0
172.67.168.183,0
104.17.97.21,0
104.21.76.57,0
51.141.44.139,0
54.65.75.187,0
31.15.27.151,0
37.120.137.178,0
130.161.128.82,0
85.14.4.130,0
203.107.42.43,0
13.224.21.21,0
89.207.14.184,0
119.235.231.243,0
35.174.52.211,0
172.67.73.7,0
45.60.73.29,0
47.244.121.71,0
23.58.9.139,0
35.199.174.117,0
18.184.28.203,0
175.115.54.140,0
66.129.91.134,0
178.19.64.130,0
104.26.13.97,0
185.147.176.175,0
162.159.209.83,0
3.223.115.185,0
151.101.66.114,0
51.81.205.42,0
75.2.25.247,0
192.229.139.157,0
104.26.13.189,0
91.195.240.94,0
104.21.71.89,0
208.91.243.8,0
172.67.188.161,0
104.21.91.79,0
135.125.122.137,0
172.67.210.52,0
104.112.99.58,0
35.231.151.109,0
164.125.8.119,0
47.95.99.81,0
107.21.21.2,0
199.83.45.169,0
194.99.117.15,0
13.107.213.68,0
54.247.85.215,0
185.8.141.76,0
123.58.177.104,0
103.224.182.208,0
35.186.238.101,0
23.9.179.115,0
69.135.101.57,0
204.62.114.179,0
104.17.164.41,0
94.124.122.10,0
54.86.92.217,0
172.67.208.226,0
104.21.42.127,0
23.9.113.121,0
3.223.115.185,0
104.22.40.137,0
67.227.226.240,0
185.206.62.93,0
82.202.255.115,0
104.21.9.49,0
121.196.26.126,0
104.22.33.103,0
52.42.68.58,0
150.48.6.1,0
67.227.226.240,0
104.26.10.122,0
104.21.94.96,0
151.101.130.216,0
192.124.249.160,0
13.59.53.244,0
185.48.81.137,0
184.73.83.160,0
104.22.14.163,0
172.67.182.101,0
172.67.214.41,0
192.124.249.112,0
13.248.155.102,0
18.196.117.188,0
104.21.4.158,0
91.211.165.35,0
193.36.45.168,0
209.99.64.43,0
93.95.103.65,0
204.78.50.82,0
99.86.47.96,0
104.239.166.87,0
178.248.234.2,0
223.165.27.64,0
106.14.29.229,0
99.86.47.124,0
40.115.246.195,0
23.200.79.105,0
104.21.34.194,0
79.127.127.48,0
199.59.242.153,0
91.231.175.100,0
54.174.62.43,0
104.23.128.79,0
151.101.65.52,0
104.22.40.82,0
172.67.152.196,0
174.129.25.170,0
13.224.21.79,0
130.211.9.113,0
54.192.219.118,0
52.137.26.243,0
104.18.25.3,0
147.162.235.155,0
172.67.201.45,0
5.101.115.97,0
72.52.179.175,0
219.136.244.85,0
104.21.29.34,0
104.21.62.160,0
203.107.32.241,0
69.16.230.42,0
195.201.153.25,0
18.235.197.156,0
193.107.238.13,0
129.178.54.129,0
172.67.222.189,0
178.248.235.15,0
138.201.224.60,0
104.20.81.102,0
155.55.150.1,0
172.67.191.158,0
107.154.110.111,0
3.229.200.92,0
104.16.215.137,0
150.164.76.8,0
13.109.157.193,0
104.26.14.103,0
200.1.116.6,0
213.145.233.31,0
151.101.130.135,0
45.60.251.46,0
174.129.234.88,0
103.254.155.143,0
47.94.203.105,0
172.67.28.147,0
188.92.40.121,0
112.124.103.79,0
104.21.9.174,0
213.173.105.14,0
172.67.159.39,0
185.200.243.101,0
34.235.250.63,0
104.19.221.38,0
219.159.84.55,0
66.186.172.139,0
104.21.40.39,0
34.95.79.108,0
104.26.15.117,0
216.146.46.11,0
159.148.147.196,0
92.114.98.4,0
104.21.44.54,0
104.25.140.97,0
115.124.113.174,0
62.129.129.29,0
75.2.70.75,0
54.209.206.119,0
103.224.182.251,0
104.18.217.30,0
67.227.226.241,0
185.129.168.93,0
54.147.192.9,0
47.254.56.35,0
91.206.0.216,0
104.26.9.251,0
104.112.108.185,0
54.249.28.169,0
157.7.174.95,0
62.210.59.133,0
54.83.73.49,0
104.26.3.33,0
51.38.162.120,0
104.18.18.89,0
136.243.62.165,0
194.0.211.210,0
163.172.40.113,0
58.87.41.98,0
172.67.11.231,0
164.100.118.242,0
104.26.9.181,0
104.114.159.30,0
78.140.190.59,0
184.84.37.233,0
169.45.94.235,0
199.83.128.2,0
172.67.159.212,0
3.94.40.116,0
186.33.208.223,0
104.21.31.114,0
130.226.237.173,0
175.122.1.106,0
95.211.170.233,0
104.21.31.43,0
44.236.220.213,0
54.192.219.96,0
104.18.157.48,0
104.26.14.222,0
104.123.216.116,0
207.66.141.186,0
172.67.137.246,0
128.199.212.143,0
194.116.167.96,0
172.67.223.161,0
92.51.247.248,0
172.67.159.68,0
78.140.190.55,0
104.18.24.23,0
13.35.135.195,0
172.67.183.233,0
94.242.59.207,0
104.20.229.70,0
212.83.129.47,0
104.114.147.20,0
193.53.22.42,0
151.101.1.252,0
153.127.2.197,0
14.139.56.100,0
13.107.246.10,0
104.21.29.227,0
208.99.67.227,0
178.79.165.78,0
163.171.210.189,0
208.91.196.46,0
151.101.192.84,0
139.162.225.76,0
172.67.216.71,0
72.52.179.174,0
178.248.234.40,0
78.47.21.152,0
137.73.130.135,0
34.192.214.71,0
157.7.184.23,0
192.102.239.32,0
104.22.4.204,0
212.72.171.241,0
75.2.75.184,0
54.192.66.117,0
185.133.64.68,0
69.42.111.91,0
104.26.6.125,0
13.224.21.61,0
82.99.173.173,0
207.246.147.248,0
72.52.178.23,0
104.26.7.13,0
3.216.86.20,0
77.244.209.42,0
185.173.105.107,0
104.21.52.52,0
151.101.1.195,0
54.192.219.107,0
199.59.242.153,0
62.240.36.51,0
34.203.44.8,0
104.21.93.33,0
93.93.69.153,0
185.53.177.53,0
103.28.251.204,0
104.20.17.55,0
104.21.1.153,0
13.227.166.4,0
54.83.255.69,0
47.98.126.177,0
204.74.99.100,0
192.104.183.109,0
107.161.23.64,0
106.14.29.229,0
146.141.13.50,0
104.21.42.104,0
18.209.120.153,0
13.251.162.202,0
200.130.24.14,0
104.22.7.44,0
112.175.184.110,0
134.158.39.131,0
157.230.194.210,0
172.67.151.147,0
172.67.174.162,0
118.190.113.100,0
54.76.238.225,0
172.67.4.171,0
195.142.246.55,0
194.4.59.209,0
172.67.3.128,0
69.16.231.151,0
47.115.2.187,0
104.18.18.43,0
75.2.26.18,0
202.112.154.197,0
5.9.23.187,0
198.190.14.12,0
88.214.233.183,0
184.168.131.241,0
103.254.155.143,0
67.227.226.240,0
156.233.250.11,0
61.113.104.9,0
104.26.4.108,0
104.16.7.2,0
49.44.136.242,0
13.224.21.46,0
88.208.60.184,0
104.22.9.61,0
1.6.75.39,0
13.59.53.244,0
18.178.81.253,0
203.107.47.102,0
172.67.68.108,0
203.151.4.188,0
172.67.9.138,0
185.134.201.6,0
164.100.118.243,0
120.24.62.120,0
176.56.229.7,0
12.188.33.130,0
104.26.3.165,0
35.81.148.215,0
13.35.191.14,0
54.166.127.73,0
104.16.174.83,0
3.7.108.7,0
138.201.56.21,0
104.20.37.216,0
23.57.228.77,0
13.35.131.48,0
3.125.197.172,0
172.67.184.114,0
172.67.75.122,0
172.67.134.216,0
172.217.27.164,0
104.26.6.49,0
35.190.127.180,0
84.39.211.243,0
40.76.218.33,0
185.120.222.166,0
69.16.231.151,0
185.88.181.54,0
99.83.194.238,0
172.67.69.150,0
113.98.255.81,0
104.23.142.28,0
212.95.71.233,0
185.13.230.60,0
67.207.81.229,0
216.83.185.40,0
212.32.248.146,0
104.21.60.126,0
13.57.91.39,0
210.140.92.145,0
87.237.13.130,0
52.7.111.176,0
94.156.102.137,0
101.53.138.187,0
67.227.226.241,0
54.192.219.97,0
192.88.156.33,0
119.28.55.129,0
104.21.38.35,0
114.215.254.71,0
104.21.22.189,0
169.47.130.73,0
192.0.66.2,0
130.211.9.113,0
5.53.121.218,0
80.92.164.91,0
185.107.71.82,0
54.86.103.22,0
199.19.206.28,0
104.21.16.226,0
45.223.25.47,0
13.35.131.77,0
104.26.6.111,0
212.199.212.180,0
104.16.144.19,0
104.18.151.105,0
204.62.115.88,0
89.42.210.189,0
72.52.179.174,0
104.21.22.110,0
66.254.103.146,0
199.59.242.153,0
124.232.133.120,0
23.9.116.118,0
104.18.6.165,0
184.85.220.227,0
91.250.84.169,0
103.29.195.64,0
67.227.226.240,0
122.152.164.133,0
121.40.170.213,0
47.100.237.231,0
104.17.157.33,0
78.47.226.158,0
52.221.160.59,0
70.37.162.207,0
1.31.128.234,0
64.190.62.111,0
185.53.177.31,0
13.35.191.44,0
104.21.45.118,0
104.26.4.194,0
104.20.51.56,0
99.83.154.118,0
34.102.136.180,0
167.99.224.113,0
104.21.4.45,0
104.26.11.75,0
103.224.182.250,0
104.21.83.85,0
114.80.187.71,0
104.26.3.64,0
144.76.55.214,0
171.22.27.205,0
193.176.182.25,0
101.200.237.143,0
172.67.73.126,0
67.227.226.241,0
193.164.157.193,0
172.67.39.218,0
13.227.235.30,0
31.204.152.171,0
213.209.17.209,0
104.26.1.97,0
172.67.156.41,0
88.255.37.202,0
172.67.149.158,0
104.21.35.187,0
193.218.202.89,0
172.67.71.139,0
213.81.195.72,0
194.199.8.109,0
103.224.182.24,0
104.16.211.87,0
122.228.244.222,0
92.222.145.244,0
13.227.220.102,0
54.207.24.124,0
31.220.44.102,0
200.145.6.98,0
64.90.181.162,0
198.185.159.176,0
52.52.246.213,0
209.235.125.89,0
103.1.210.6,0
45.60.103.124,0
34.227.131.178,0
54.201.94.116,0
216.239.36.21,0
64.37.171.63,0
104.237.131.139,0
135.181.0.163,0
151.139.128.10,0
162.14.6.67,0
31.186.14.111,0
69.42.88.180,0
212.14.145.39,0
203.107.42.43,0
172.67.135.4,0
199.59.242.153,0
54.159.163.191,0
185.246.128.184,0
185.7.176.166,0
104.26.2.98,0
104.16.135.70,0
116.202.133.99,0
85.194.88.170,0
94.242.206.226,0
113.31.19.41,0
172.67.22.49,0
50.16.235.201,0
184.51.251.207,0
104.18.6.29,0
125.56.228.247,0
8.211.166.75,0
172.67.172.184,0
117.25.133.90,0
172.67.32.22,0
151.101.194.132,0
213.136.76.235,0
192.193.200.101,0
46.28.205.16,0
151.101.66.133,0
164.100.129.4,0
94.182.227.21,0
78.47.166.215,0
81.92.238.91,0
3.234.111.254,0
45.140.91.210,0
42.62.98.171,0
115.231.178.57,0
69.16.231.151,0
3.222.149.11,0
178.18.87.51,0
23.10.233.175,0
141.193.213.21,0
89.108.108.43,0
213.208.151.6,0
3.251.36.239,0
14.142.125.212,0
80.211.21.158,0
195.142.109.125,0
72.52.208.82,0
202.126.53.13,0
103.117.240.34,0
150.109.65.69,0
13.35.191.19,0
3.232.77.71,0
62.219.23.120,0
50.17.235.25,0
184.85.220.196,0
106.14.29.229,0
198.140.189.15,0
172.67.73.215,0
107.162.139.19,0
45.60.246.232,0
88.198.185.6,0
184.168.131.241,0
35.183.138.169,0
152.106.6.100,0
13.227.235.98,0
13.77.161.179,0
5.9.66.53,0
81.88.58.193,0
104.26.11.24,0
119.254.84.34,0
49.12.17.43,0
64.59.126.213,0
129.240.118.130,0
172.93.111.3,0
64.37.171.53,0
195.197.95.175,0
200.89.76.36,0
193.109.246.63,0
104.22.59.251,0
76.9.25.216,0
138.201.190.105,0
180.215.193.30,0
87.118.69.230,0
88.208.55.241,0
40.76.153.40,0
76.223.57.2,0
149.81.186.188,0
107.178.241.59,0
67.20.177.163,0
23.213.64.182,0
213.95.138.236,0
54.214.141.12,0
104.21.56.125,0
77.222.150.22,0
67.227.226.240,0
211.18.217.246,0
172.67.155.159,0
69.16.230.42,0
213.208.151.70,0
104.90.73.90,0
117.21.178.118,0
104.21.74.115,0
45.60.108.104,0
104.21.234.143,0
172.67.70.239,0
202.131.225.29,0
104.21.235.119,0
104.18.132.225,0
23.213.67.107,0
3.6.230.111,0
104.26.1.96,0
91.208.175.119,0
185.53.177.14,0
149.28.57.86,0
145.226.55.19,0
104.21.61.78,0
198.58.125.43,0
45.7.62.161,0
104.26.10.55,0
104.22.28.128,0
192.229.182.112,0
137.151.127.120,0
210.75.240.5,0
35.201.167.155,0
199.80.55.213,0
163.197.147.198,0
201.49.173.10,0
68.169.64.65,0
104.21.30.7,0
104.112.104.19,0
67.227.226.240,0
189.9.32.60,0
52.31.150.195,0
195.200.71.187,0
54.149.216.186,0
51.105.160.150,0
104.26.7.237,0
104.18.13.210,0
61.92.251.22,0
54.183.77.146,0
35.201.114.91,0
172.67.142.138,0
119.46.71.75,0
104.21.54.128,0
95.216.37.134,0
104.22.12.40,0
13.35.191.69,0
164.100.181.112,0
104.18.14.146,0
104.26.1.242,0
104.16.130.3,0
172.67.176.45,0
142.229.226.127,0
91.121.235.96,0
75.2.18.233,0
172.67.184.22,0
23.212.253.8,0
104.16.49.99,0
23.227.38.65,0
157.245.250.125,0
52.34.177.84,0
218.91.237.14,0
45.79.13.216,0
34.102.136.180,0
34.107.128.118,0
172.67.142.220,0
23.213.79.166,0
54.221.45.142,0
109.224.14.45,0
153.120.147.250,0
67.227.226.240,0
64.190.62.111,0
23.225.94.34,0
35.162.164.74,0
193.48.96.10,0
134.243.5.116,0
172.67.220.10,0
95.183.50.104,0
52.25.241.140,0
104.21.2.173,0
34.226.187.184,0
163.171.210.189,0
54.165.213.88,0
151.101.194.165,0
104.110.240.170,0
104.26.9.108,0
23.213.91.194,0
217.79.184.91,0
79.142.100.84,0
103.157.96.66,0
74.117.179.67,0
37.247.103.34,0
172.67.135.191,0
203.189.237.93,0
91.211.156.128,0
66.254.103.145,0
52.196.98.180,0
121.243.127.68,0
216.92.14.11,0
104.26.10.119,0
52.4.248.189,0
103.120.80.240,0
34.98.99.30,0
104.18.244.58,0
185.75.252.172,0
120.78.124.72,0
104.16.53.111,0
104.21.80.135,0
172.67.71.15,0
54.205.38.37,0
192.35.79.223,0
99.81.40.78,0
223.4.221.183,0
203.69.141.26,0
185.203.72.237,0
3.7.122.7,0
208.117.9.16,0
67.227.226.241,0
104.26.1.46,0
153.120.125.91,0
34.218.180.118,0
130.65.255.101,0
185.12.152.144,0
45.60.121.48,0
104.244.98.64,0
152.199.55.174,0
158.85.75.74,0
178.62.207.237,0
184.168.131.241,0
99.83.205.134,0
52.6.159.99,0
98.129.229.215,0
178.32.59.6,0
104.21.95.243,0
199.223.234.37,0
23.213.75.35,0
172.67.219.184,0
184.85.220.147,0
35.154.102.144,0
104.130.33.5,0
151.101.194.87,0
148.251.181.30,0
104.26.6.64,0
162.159.209.143,0
34.195.111.37,0
149.202.28.105,0
23.37.35.226,0
104.21.25.6,0
104.26.12.178,0
49.44.136.155,0
95.213.148.77,0
34.205.180.247,0
18.232.5.51,0
46.166.142.243,0
104.21.32.145,0
34.241.110.184,0
104.26.11.172,0
23.10.232.102,0
13.35.131.72,0
172.67.139.97,0
202.2.56.71,0
40.81.11.219,0
188.225.35.57,0
5.159.57.194,0
67.227.226.240,0
78.140.190.59,0
103.224.182.251,0
52.213.126.163,0
37.59.45.132,0
172.67.68.13,0
104.21.79.215,0
172.67.140.158,0
104.16.242.29,0
111.92.191.55,0
5.39.40.61,0
104.23.129.51,0
172.67.206.19,0
52.200.161.202,0
54.154.98.152,0
172.67.211.33,0
35.241.145.163,0
104.21.41.237,0
104.24.18.89,0
47.97.243.73,0
187.237.164.117,0
137.108.200.89,0
23.57.201.146,0
94.182.132.36,0
217.19.248.132,0
172.67.187.87,0
104.16.219.185,0
195.201.63.211,0
207.66.141.189,0
76.223.19.208,0
69.16.230.42,0
13.224.21.42,0
104.26.0.231,0
104.16.245.245,0
64.32.1.41,0
52.178.178.78,0
146.185.148.150,0
35.211.109.70,0
109.71.161.166,0
172.67.222.243,0
78.138.112.39,0
172.67.73.29,0
151.101.128.155,0
163.247.44.236,0
14.139.161.7,0
185.53.177.51,0
180.179.175.22,0
104.18.28.49,0
114.247.56.92,0
104.18.1.239,0
69.16.230.42,0
218.60.105.124,0
78.142.129.7,0
74.50.114.251,0
165.160.15.20,0
208.89.12.96,0
52.35.130.180,0
180.179.82.136,0
219.159.84.62,0
172.67.73.167,0
89.165.2.6,0
172.67.187.172,0
34.200.12.132,0
104.21.8.79,0
103.231.43.169,0
109.201.135.99,0
3.6.118.31,0
35.190.41.116,0
194.242.114.64,0
198.175.253.32,0
54.192.219.81,0
185.143.234.119,0
192.251.189.102,0
23.111.88.207,0
59.110.246.197,0
45.60.39.247,0
92.222.146.221,0
27.126.236.160,0
104.21.42.76,0
172.67.189.113,0
80.69.132.20,0
141.193.213.20,0
54.173.226.175,0
139.162.125.80,0
104.26.10.62,0
149.154.164.13,0
104.17.191.62,0
72.52.178.23,0
144.217.180.146,0
3.92.93.30,0
34.228.87.160,0
104.21.62.239,0
43.250.84.65,0
192.243.50.51,0
204.74.99.103,0
81.19.92.116,0
23.185.0.1,0
13.32.181.81,0
13.35.131.71,0
203.107.55.10,0
185.167.101.71,0
185.107.56.55,0
101.32.46.156,0
104.21.75.123,0
54.240.167.41,0
184.85.220.197,0
104.21.66.61,0
112.124.103.85,0
218.89.77.124,0
46.166.136.4,0
13.227.166.36,0
70.32.1.32,0
45.32.48.210,0
49.44.79.236,0
103.60.18.132,0
13.227.166.36,0
154.205.27.69,0
104.21.38.129,0
3.223.115.185,0
62.201.2.85,0
63.86.206.37,0
104.26.5.234,0
164.41.102.70,0
192.229.182.112,0
172.104.9.50,0
104.21.8.63,0
183.61.84.217,0
51.15.126.202,0
110.232.194.164,0
51.210.162.161,0
151.101.193.68,0
104.18.25.195,0
23.45.161.165,0
172.67.202.237,0
80.240.23.168,0
172.67.163.201,0
104.21.91.100,0
133.237.61.28,0
46.31.116.71,0
151.101.194.207,0
138.100.200.6,0
200.41.196.140,0
120.25.65.116,0
104.101.16.253,0
85.233.75.12,0
172.67.74.109,0
185.178.208.107,0
103.7.13.247,0
172.67.194.76,0
42.159.163.11,0
147.92.146.242,0
104.22.71.145,0
52.213.126.163,0
203.107.42.43,0
35.186.238.173,0
107.154.81.121,0
174.142.220.166,0
104.21.233.242,0
81.17.18.194,0
23.9.116.69,0
37.48.65.153,0
74.207.243.55,0
111.65.249.216,0
185.73.226.97,0
185.15.56.49,0
40.76.4.15,0
13.35.191.120,0
104.21.5.214,0
104.26.2.125,0
23.101.169.175,0
130.211.43.244,0
68.71.103.6,0
202.214.54.87,0
104.18.254.226,0
75.2.70.75,0
172.67.172.143,0
3.6.18.84,0
202.61.117.96,0
151.101.0.155,0
88.99.0.136,0
185.107.56.200,0
52.206.6.44,0
63.96.242.176,0
200.160.2.3,0
104.19.216.82,0
104.65.71.148,0
216.220.60.60,0
3.212.110.29,0
185.53.177.31,0
194.153.186.20,0
164.97.249.33,0
104.22.10.28,0
104.21.66.209,0
119.23.83.223,0
210.140.44.122,0
104.18.22.236,0
18.213.250.117,0
104.25.200.62,0
103.74.121.135,0
172.67.75.84,0
104.16.178.34,0
142.93.213.69,0
199.232.192.233,0
104.22.52.71,0
104.17.179.183,0
199.232.194.132,0
51.68.205.9,0
46.229.167.132,0
104.22.38.75,0
41.192.255.27,0
210.14.135.14,0
3.6.18.84,0
168.183.37.116,0
85.13.149.161,0
104.111.207.48,0
54.239.37.144,0
46.19.139.195,0
185.165.123.5,0
104.21.95.125,0
101.53.153.116,0
13.224.21.41,0
168.146.67.228,0
178.57.222.34,0
74.63.241.20,0
69.16.231.56,0
185.49.84.76,0
104.26.12.133,0
35.226.192.192,0
116.202.36.217,0
13.35.131.52,0
99.83.179.227,0
85.10.215.232,0
35.170.16.179,0
104.20.14.19,0
172.67.74.107,0
74.206.167.247,0
220.247.222.74,0
104.123.86.93,0
5.2.76.182,0
76.76.21.21,0
76.223.88.230,0
13.227.235.5,0
172.67.181.178,0
104.21.43.246,0
143.248.155.65,0
69.87.9.34,0
204.144.184.130,0
104.26.7.16,0
69.16.230.42,0
117.245.133.174,0
203.161.188.2,0
149.156.96.52,0
104.22.9.130,0
52.218.237.74,0
23.50.52.179,0
52.216.165.98,0
193.25.220.193,0
94.182.179.253,0
216.58.196.201,0
54.158.15.170,0
211.149.155.128,0
104.21.96.26,0
151.101.194.133,0
104.16.58.29,0
151.101.0.242,0
195.82.66.143,0
104.18.11.240,0
54.192.219.100,0
75.2.63.131,0
54.185.92.80,0
49.44.79.236,0
172.67.184.115,0
172.67.195.99,0
139.45.197.175,0
104.22.75.138,0
204.11.56.37,0
50.57.15.192,0
96.45.83.237,0
194.223.145.6,0
45.60.248.247,0
13.59.53.244,0
47.246.52.2,0
211.79.72.1,0
213.218.52.2,0
54.172.82.37,0
70.32.86.179,0
104.21.5.12,0
199.250.30.229,0
95.211.152.181,0
91.220.181.237,0
198.251.81.85,0
51.81.205.39,0
176.31.53.220,0
164.100.118.61,0
192.168.49.199,0
54.73.86.40,0
172.67.33.95,0
172.67.17.197,0
172.67.149.208,0
52.210.220.141,0
66.254.114.79,0
52.199.39.36,0
103.224.182.250,0
87.98.229.251,0
23.199.133.183,0
217.23.9.157,0
104.26.4.228,0
185.152.212.134,0
35.201.89.239,0
78.140.190.55,0
54.70.181.249,0
203.107.43.165,0
192.232.226.57,0
203.119.245.77,0
162.210.195.123,0
114.199.79.162,0
203.80.1.101,0
146.20.52.175,0
193.104.200.25,0
104.21.234.156,0
118.163.133.35,0
18.179.104.19,0
104.21.95.152,0
13.35.191.111,0
118.103.119.50,0
18.232.29.145,0
203.119.128.203,0
52.192.55.171,0
170.178.168.203,0
121.42.11.173,0
45.79.77.230,0
103.10.66.230,0
199.107.32.19,0
184.30.53.47,0
104.22.78.133,0
104.65.76.203,0
50.17.118.83,0
46.102.130.56,0
216.239.32.21,0
52.205.219.249,0
149.156.169.67,0
34.209.174.121,0
104.21.9.254,0
81.171.12.236,0
101.133.31.9,0
118.143.194.141,0
13.224.21.114,0
150.129.111.60,0
83.222.5.130,0
104.21.61.52,0
37.221.162.250,0
69.16.230.42,0
69.16.231.151,0
52.167.31.57,0
162.244.94.118,0
192.168.0.1,0
23.227.13.147,0
50.7.122.22,0
128.184.216.201,0
31.210.170.43,0
176.99.128.18,0
192.124.249.10,0
54.194.135.49,0
67.227.226.240,0
23.102.21.198,0
118.31.56.190,0
67.227.226.241,0
75.2.18.233,0
89.108.104.65,0
34.98.99.30,0
69.16.230.42,0
110.242.69.104,0
193.182.16.100,0
159.89.165.115,0
172.67.27.159,0
52.201.71.74,0
184.168.131.241,0
88.208.55.61,0
104.154.94.123,0
139.162.242.105,0
104.22.57.203,0
81.171.31.73,0
217.11.205.10,0
194.36.43.29,0
35.160.36.20,0
192.115.80.55,0
23.63.110.194,0
104.21.14.153,0
8.209.84.190,0
72.52.179.175,0
193.42.111.145,0
147.251.5.239,0
104.21.44.112,0
103.136.41.21,0
185.53.177.10,0
104.18.19.146,0
43.245.43.31,0
151.101.130.207,0
104.26.3.85,0
52.58.33.211,0
115.84.166.115,0
13.59.53.244,0
202.120.127.220,0
42.112.31.34,0
172.67.72.28,0
83.135.48.65,0
104.26.0.219,0
204.141.88.100,0
104.26.4.17,0
184.85.220.203,0
118.143.194.141,0
50.62.112.1,0
172.67.208.12,0
194.106.198.130,0
208.68.76.50,0
51.38.140.105,0
75.2.8.141,0
104.26.5.106,0
3.7.123.51,0
49.44.150.53,0
23.213.77.91,0
104.18.10.237,0
184.173.140.167,0
104.18.6.225,0
35.243.219.7,0
34.200.90.12,0
104.21.80.153,0
67.227.136.7,0
88.99.240.100,0
128.175.13.92,0
172.67.172.5,0
54.208.26.186,0
81.12.39.241,0
13.235.206.97,0
203.112.141.239,0
104.26.8.117,0
104.21.39.53,0
201.131.40.132,0
162.159.209.68,0
104.27.206.87,0
142.250.192.233,0
3.248.61.20,0
104.21.32.249,0
104.19.190.34,0
46.166.185.12,0
69.25.136.210,0
167.118.191.27,0
163.152.6.10,0
54.149.208.130,0
172.67.180.19,0
172.67.212.65,0
172.67.152.236,0
34.117.9.118,0
172.67.165.27,0
66.39.22.227,0
94.130.25.5,0
139.45.195.41,0
54.144.219.72,0
45.77.168.218,0
104.21.81.123,0
35.186.227.193,0
82.146.56.32,0
35.190.61.222,0
23.52.40.66,0
199.59.95.82,0
172.67.27.74,0
80.93.49.125,0
130.149.7.201,0
104.18.193.32,0
104.21.192.35,0
104.21.80.138,0
8.18.18.25,0
178.63.5.7,0
103.5.140.65,0
172.67.195.236,0
217.19.248.132,0
172.67.142.177,0
104.99.78.79,0
172.67.74.11,0
209.234.226.98,0
45.249.108.197,0
91.121.31.35,0
192.150.16.118,0
160.16.95.139,0
34.250.180.155,0
52.80.141.217,0
195.69.68.11,0
162.254.215.248,0
109.206.182.23,0
3.115.227.211,0
13.93.39.71,0
104.17.58.11,0
118.190.88.1,0
52.17.211.2,0
13.35.131.111,0
13.224.21.98,0
49.44.136.145,0
192.28.34.26,0
103.251.43.49,0
172.67.161.135,0
188.253.2.18,0
211.130.165.37,0
91.216.191.190,0
103.224.212.219,0
213.174.149.181,0
115.239.209.149,0
104.21.52.44,0
108.167.168.35,0
45.79.168.40,0
45.183.244.16,0
165.22.49.99,0
192.0.66.176,0
104.16.104.189,0
127.0.0.1,0
167.211.52.57,0
172.67.185.43,0
151.101.66.132,0
103.224.182.250,0
172.67.11.115,0
151.101.130.125,0
157.65.27.7,0
172.67.150.195,0
103.141.97.106,0
41.223.145.167,0
3.213.114.115,0
45.88.202.115,0
192.138.255.25,0
212.31.251.213,0
104.21.69.25,0
172.67.198.240,0
20.40.112.118,0
115.29.246.98,0
172.67.128.166,0
130.209.16.93,0
198.58.118.167,0
54.191.231.58,0
104.26.4.165,0
52.50.232.215,0
104.21.11.74,0
104.20.83.107,0
104.26.9.23,0
51.89.147.60,0
77.244.219.228,0
172.67.73.46,0
172.105.200.80,0
3.223.115.185,0
110.242.69.111,0
103.224.212.222,0
172.67.192.241,0
130.39.6.220,0
34.248.222.171,0
213.229.152.166,0
141.101.120.10,0
104.149.135.198,0
184.85.220.180,0
83.247.151.214,0
54.225.65.239,0
194.153.186.20,0
104.22.1.202,0
104.21.35.74,0
185.53.177.50,0
178.18.22.163,0
208.71.186.80,0
185.112.157.243,0
167.71.229.199,0
159.247.0.240,0
104.112.97.140,0
79.133.87.8,0
85.91.64.109,0
220.181.155.192,0
49.44.79.236,0
141.193.213.20,0
103.239.16.159,0
216.239.34.21,0
52.216.113.218,0
104.20.49.96,0
178.63.45.29,0
172.67.75.210,0
104.21.52.215,0
152.73.246.21,0
76.74.238.32,0
195.201.242.22,0
35.225.215.228,0
23.163.176.240,0
104.21.22.193,0
104.20.62.58,0
133.130.35.139,0
192.162.136.6,0
151.101.130.98,0
185.165.123.40,0
103.90.242.181,0
103.224.182.238,0
211.86.56.247,0
82.114.162.71,0
46.253.112.23,0
206.19.49.82,0
114.80.179.229,0
13.224.21.61,0
3.34.70.157,0
52.76.75.119,0
13.35.191.35,0
54.192.219.79,0
86.110.240.245,0
185.153.57.102,0
141.101.120.10,0
104.198.215.13,0
172.67.162.210,0
172.67.158.66,0
104.20.61.71,0
46.21.97.151,0
104.26.3.226,0
104.26.7.189,0
23.185.0.3,0
58.221.49.230,0
58.215.157.207,0
43.224.139.120,0
111.68.103.36,0
104.26.6.102,0
69.16.231.150,0
220.189.243.198,0
109.24.52.41,0
114.31.94.143,0
104.26.14.88,0
103.224.182.251,0
94.237.53.171,0
151.101.129.52,0
185.53.177.31,0
172.217.167.244,0
54.86.47.15,0
38.118.71.121,0
13.224.21.76,0
188.0.241.106,0
67.227.226.240,0
104.21.40.44,0
69.16.230.42,0
